company_name,website,cin,ownership_type,sector,segment_ref,differentiation,differentiation_source,differentiation_credibility,differentiation_needs_verify,differentiation_review,differentiation_notes,moat_type,moat_durability,moat,moat_source,moat_credibility,moat_needs_verify,moat_review,moat_notes,product_improvement,product_improvement_source,product_improvement_credibility,product_improvement_needs_verify,product_improvement_review,product_improvement_notes,align1_capability,align1_need,align1_pull,align1_source,align2_capability,align2_need,align2_pull,align2_source,align3_capability,align3_need,align3_pull,align3_source,gap_latent,gap_currently_monetized,gap_summary,gap_activation_path,gap_source,proof_type,proof_status,proof_source,proof_pillar,unresolved_pillars,triage_status,company_summary,notes
Themis Medicare Ltd.,http://www.themismedicare.com,L24110GJ1969PLC001590,listed,Pharmaceuticals,injectable-formulations-apis,Develops high response differentiated injectables through platform technology with focus on ease-of-use and patient compliance.,https://www.themismedicare.com/,self-claimed,no,Verified,"LeadIQ, Synapse, MarketScreener",IP,stable,Breakthrough development of Diclofenac 75 mg / ml injection using patented technology.,https://www.indiamart.com/company/12264794/aboutus.html?srsltid=AfmBOopMMDQzxGNJuCtE9FxeYZZf64cPzm89FeQzwbczi7P9tmsNv2re,self-claimed,yes,Verified,"Website, 50+ patents","DSIR-approved research center since 2007, with over 50 patents granted.",https://www.themismedicare.com/innovations/,self-claimed,yes,Verified,"Website, DSIR approved","DSIR-approved research center since 2007, with over 50 patents granted.",Indian pharmaceutical market expected to grow to US$ 79.74 billion by 2031.,strong,https://www.themismedicare.com/innovations/,,,,,,,,,Potential to expand global market share with differentiated injectables and new drug delivery systems.,"Exports to over 44 countries, with a strategy to expand export presence.",Untapped potential to leverage R&D capabilities for greater global market penetration.,Focus on securing more regulatory approvals and expanding partnerships for technology transfer.,https://www.themismedicare.com/innovations/,DSIR,claimed-verify,https://www.themismedicare.com/innovations/,product_improvement,"moat, product_improvement",needs-review,,
Nico Orgo Marketing Pvt. Ltd.,http://www.neemnico.com,U01409GJ1998PTC033770,private,Pharmaceutical Manufacturing,nicotine-derivatives-api,"Manufacturer of USP/EP grade Nicotine, Nicotine lozenges, patches, snus, gum, and Bio Orgo organic plant growth stimulant",https://www.indiamart.com/nicoorgomarketing/profile.html?srsltid=AfmBOoqLK3j10eIhMyo6BAMLYFSTMM0nmIgFACPxAgmHHEDLczcMmQj3,self-claimed,no,Verified,"ZoomInfo, CPHI Online, Website",qualification-lock-in,stable,"Operates an ISO 6 Grade, WHO GMP clean factory for pharmaceutical-grade products",https://www.indiamart.com/nicoorgomarketing/profile.html?srsltid=AfmBOoqLK3j10eIhMyo6BAMLYFSTMM0nmIgFACPxAgmHHEDLczcMmQj3,self-claimed,no,Verified,"Website, WHO GMP","Has a fully equipped scientific laboratory, R&D Centre, and Research Farm; continuously adds new products to its portfolio",https://www.neemnico.com/about/,self-claimed,no,Verified,"Website, R&D Centre","Manufacturer of USP/EP grade Nicotine, Nicotine lozenges, patches, snus, gum, and Bio Orgo organic plant growth stimulant",Growing demand for nicotine benzoate in pharmaceutical and vaping sectors,strong,https://www.indiamart.com/nicoorgomarketing/profile.html?srsltid=AfmBOoqLK3j10eIhMyo6BAMLYFSTMM0nmIgFACPxAgmHHEDLczcMmQj3,"Operates an ISO 6 Grade, WHO GMP clean factory for pharmaceutical-grade products",Suppliers must comply with Good Manufacturing Practices (GMP) and relevant certifications,must-have,https://www.indiamart.com/nicoorgomarketing/profile.html?srsltid=AfmBOoqLK3j10eIhMyo6BAMLYFSTMM0nmIgFACPxAgmHHEDLczcMmQj3,,,,,Potential to expand market share in the growing pharmaceutical manufacturing market,"Leading USP/EP grade Nicotine supplier and manufacturer in India, exporting to USA, Colombia, Australia, South Africa, Bangladesh","Company is a leading supplier in India and exports internationally, but the global pharmaceutical market is still growing significantly, indicating further expansion opportunities.","Leverage ISO 6 Grade, WHO GMP clean factory and R&D capabilities to capture more of the expanding global pharmaceutical manufacturing market.",https://www.indiamart.com/nicoorgomarketing/profile.html?srsltid=AfmBOoqLK3j10eIhMyo6BAMLYFSTMM0nmIgFACPxAgmHHEDLczcMmQj3,,not-found,,,,auto-confirmed,,"[identity 2026-07-14] Tracxn.com shows a different CIN (L72200KA2012PLC065294) than Indiamart and Tofler, which both show U01409GJ1998PTC033770. Tofler is a company registry aggregator and is considered more authoritative for CINs."
Stanford Laboratories Pvt. Ltd.,https://www.stanlabs.com/,U74899DL1985PTC022656,private,Pharmaceutical Formulations,pharmaceutical-formulations,"Manufactures a wide range of life-saving drugs including ATT, antibiotics, anti-arthritic, anti-asthmatic, cardiovascular, and diabetic control drugs, with established brands like Dynaford and Stanex.",https://www.ambitionbox.com/overview/stanford-laboratories-overview,self-claimed,no,Verified,"CPHI Online, IndiaMART, Website",qualification-lock-in,stable,WHO GMP certified facility for manufacturing and marketing pharmaceutical formulations.,https://chemdmart.com/company-profile/stanford-laboratories-pvt-ltd,self-claimed,yes,Verified,"Website, WHO GMP",Operates its own R&D department with qualified professionals in a new ultra-modern plant in Himachal Pradesh.,https://www.ambitionbox.com/overview/stanford-laboratories-overview,self-claimed,no,Verified,"Website, R&D department","Manufactures a wide range of life-saving drugs including ATT, antibiotics, anti-arthritic, anti-asthmatic, cardiovascular, and diabetic control drugs, with established brands like Dynaford and Stanex.","India pharmaceutical market projected to reach USD 174.67 Billion by 2034, driven by rising chronic disease prevalence and demand for pharmaceutical drugs.",strong,https://www.ambitionbox.com/overview/stanford-laboratories-overview,WHO GMP certified facility for manufacturing and marketing pharmaceutical formulations.,India's pharmaceutical sector benefits from a favorable regulatory environment supporting global exports to regulated markets.,strong,https://chemdmart.com/company-profile/stanford-laboratories-pvt-ltd,Operates its own R&D department with qualified professionals in a new ultra-modern plant in Himachal Pradesh.,"India's pharmaceutical market is on a robust growth trajectory, driven by accelerating biomedical innovation.",strong,https://www.ambitionbox.com/overview/stanford-laboratories-overview,Potential for increased global exports and foreign collaborations due to changing global needs.,Operates majorly in Northern India with established brand names.,Untapped potential for global market expansion beyond current Northern India focus.,Work out foreign collaborations to meet changing global scenario needs.,https://www.ambitionbox.com/overview/stanford-laboratories-overview,WHO GMP,claimed-verify,https://chemdmart.com/company-profile/stanford-laboratories-pvt-ltd,moat,moat,needs-review,,
HOYA Surgical Optics,hoya.com,U51909DL2011FTC226966,private,Medical Devices,intraocular-lenses-injectors,World-leading preloaded intraocular lenses (IOLs) and specialized support,https://www.hoyasurgicaloptics.com/about-us,self-claimed,yes,Verified,"HOYA Corporation, LinkedIn, Website",qualification-lock-in,stable,FDA approval for commercial distribution of clear foldable hydrophobic acrylic IOLs,https://www.ophthalmologytimes.com/view/hoya-clear-optic-iols-gain-fda-approval,third-party,no,Verified,"Website, FDA approval","Global R&D center in Singapore for new IOL products and technologies, in addition to existing Japan center",https://www.hoya.com/wp-content/uploads/2018/01/16jan18.pdf,self-claimed,no,Verified,"Website, Singapore R&D","Global R&D center in Singapore for new IOL products and technologies, in addition to existing Japan center","Growing burden of cataract worldwide, especially in Asia",must-have,https://www.hoya.com/wp-content/uploads/2018/01/16jan18.pdf,,,,,,,,,,,,,,,not-found,,differentiation,differentiation,needs-review,,"[identity 2026-07-14] Tracxn states the company is based in Singapore and unfunded, while an official document from MTAI India provides an Indian CIN, indicating it is a company registered under Indian law. The presence of an Indian CIN (U51909DL2011FTC226966) overrides the Singapore-based information for the purpose of Indian company identity fields. The GST registration and 'Service Provider and Others' nature of business mentioned in Indiamart and Rocketreach are consistent with a private limited company operating in India."
Raghu Vamsi Group,comprotechengineering.in,,private,Aerospace & Defense Manufacturing,aerospace-defense-components-uavs,"Manufactures high precision, life critical products for Aerospace, Defence, Space, Oil & Gas, and Medical sectors.",https://www.facebook.com/IndiaStrategic/posts/raghu-vamsi-aerospace-group-lays-foundation-stone-to-build-new-facility-in-hyder/1034816708655123/,self-claimed,yes,Verified,"LinkedIn, Company directories",qualification-lock-in,stable,"AS 9100 C certified for high precision engineering components, mechanical sub-assemblies, and tooling systems.",https://in.linkedin.com/company/raghu-vamsi-group,self-claimed,yes,Verified,"Website, AS 9100 certified","New facility dedicated to R&D, assembly, and manufacturing; developing RV ASTRA jet powered systems.",https://www.facebook.com/IndiaStrategic/posts/raghu-vamsi-aerospace-group-lays-foundation-stone-to-build-new-facility-in-hyder/1034816708655123/,self-claimed,yes,Verified,"Website, Dedicated R&D facility","Manufactures high precision, life critical products for Aerospace, Defence, Space, Oil & Gas, and Medical sectors.",India's indigenization drive and domestic industry capital procurement for defence equipment.,strong,https://www.facebook.com/IndiaStrategic/posts/raghu-vamsi-aerospace-group-lays-foundation-stone-to-build-new-facility-in-hyder/1034816708655123/,"New facility dedicated to R&D, assembly, and manufacturing; developing RV ASTRA jet powered systems.",Growing demand for UAVs and autonomous defence products.,strong,https://www.facebook.com/IndiaStrategic/posts/raghu-vamsi-aerospace-group-lays-foundation-stone-to-build-new-facility-in-hyder/1034816708655123/,"AS 9100 C certified for high precision engineering components, mechanical sub-assemblies, and tooling systems.","Strict standards like AS9100, ITAR, and NADCAP govern the aerospace and defense supply chain.",must-have,https://in.linkedin.com/company/raghu-vamsi-group,Potential to expand market share in global aerospace and defense by leveraging new facilities and R&D.,"Current order book of ₹1,500 crore for the next three years and expected revenues to cross ₹500 crore this year.","Significant investment in new facilities and R&D for UAVs and autonomous systems, but current revenue and order book indicate room for further monetization.",Scale up production and R&D capabilities in new facilities to capture more value from growing demand for indigenous defence and aerospace products.,https://www.thehindu.com/news/cities/Hyderabad/raghu-vamsi-opens-new-facility-unveils-six-uav-autonomous-defence-products/article70399648.ece,AS9100,claimed-verify,https://in.linkedin.com/company/raghu-vamsi-group,moat,"differentiation, moat, product_improvement",needs-review,,
PTC Industries Limited,ptcil.com,L27109UP1963PLC002931,listed,Metal Casting,aerospace-industrial-titanium-castings,"Manufacturer of high-quality engineering components for critical and super-critical applications for over 56 years, exporting over 75% of products to global customers like Rolls Royce, Siemens, GE, Alstom, Metso, and Emerson.",https://www.ptcil.com/corporate/History,self-claimed,no,Verified,"DSIR database, Website",qualification-lock-in,stable,"Sole Indian supplier of advanced titanium VAR technology, and Green Channel Status by DGQA for defense manufacturing.",https://www.ptcil.com/PDF/Investors/press-releases/2025/PTC-Industries-Reports-Robust-Financial-Performance-for-Q4-&-FY25.pdf,self-claimed,no,Verified,"Website, DSIR recognized lab","Recognized R&D Lab by DSIR, Government of India, with numerous accolades for pioneering research and a host of licensed and patented technologies like Replicast®, Rapidcast™, Forgecast™.",https://www.ptcil.com/AdvancedManufacturing/ResearchandInnovation,self-claimed,yes,Verified,"Website, DSIR lab","Manufacturer of high-quality engineering components for critical and super-critical applications for over 56 years, exporting over 75% of products to global customers like Rolls Royce, Siemens, GE, Alstom, Metso, and Emerson.","Global supply chain realignment prompting diversification of manufacturing bases, with India emerging as a key hub for precision manufacturing.",strong,https://www.ptcil.com/corporate/History,"Sole Indian supplier of advanced titanium VAR technology, and Green Channel Status by DGQA for defense manufacturing.",Significant opportunities in industrial casting exports due to global manufacturing shifts.,strong,https://www.ptcil.com/PDF/Investors/press-releases/2025/PTC-Industries-Reports-Robust-Financial-Performance-for-Q4-&-FY25.pdf,,,,,Capacity to serve growing global demand for industrial casting exports.,Currently serves global OEMs across multiple sectors from its Mehsana facility.,Expansion of Mehsana facility to capture global supply chain opportunities.,"Increase capacity by multiple times over the next few years with advanced manufacturing equipment, robotic systems, and automated fettling technologies.",https://www.ptcil.com/PDF/Investors/press-releases/2026/PTC-Industries-Announces-Major-Expansion-at-its-Gujarat-Facility-to-Capture-Global-Supply-Chain-Opportunities.pdf,DSIR,claimed-verify,https://www.ptcil.com/AdvancedManufacturing/ResearchandInnovation,product_improvement,product_improvement,needs-review,,
GLINT COSMETICS PVT. LTD.,glintcosmeticsindia.com,,private,Cosmetics & Personal Care,private-label-cosmetics-manufacturing,"End-to-end manufacturer, white label supplier, and exporter of 3500+ skincare, baby care, bath, and personal care products to 55+ countries",https://in.linkedin.com/company/glint-cosmetics-pvt-ltd,self-claimed,no,Verified,"IndiaMART, Website, DSIR",qualification-lock-in,stable,"Manufacturing is certified with GMP, ISO, FDA, and Halal standards",https://in.linkedin.com/company/glint-cosmetics-pvt-ltd,self-claimed,no,Verified,"Website, GMP certified","DSIR approved R&D unit with in-house R&D, formulation, packaging, regulatory, and quality control teams",https://device.report/m/2358eb5d60a08139b71833b6364924980f0715c8d27caf6c67f19ba537eb8b2b,self-claimed,yes,Verified,"Website, DSIR approved","End-to-end manufacturer, white label supplier, and exporter of 3500+ skincare, baby care, bath, and personal care products to 55+ countries",Growing consumer spending on cosmetics & personal care products,strong,https://in.linkedin.com/company/glint-cosmetics-pvt-ltd,"Manufacturing is certified with GMP, ISO, FDA, and Halal standards",Cosmetic and personal care brands expanding into global markets face strict regulatory and documentation,must-have,https://in.linkedin.com/company/glint-cosmetics-pvt-ltd,,,,,Ability to export drug products to the US market,Suspended exports to the USA due to CGMP violations and unapproved new drugs,US FDA import alert restricts drug product exports despite manufacturing capabilities,Address CGMP violations and obtain FDA approval for drug products to resume US exports,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/glint-cosmetics-pvt-ltd-573468-05312019,DSIR,claimed-verify,https://device.report/m/2358eb5d60a08139b71833b6364924980f0715c8d27caf6c67f19ba537eb8b2b,product_improvement,product_improvement,needs-review,,
SHR Lifestyles Pvt Ltd,shreelifestyle.com,U19200DL2011PTC224111,private,Apparel Manufacturing,women-ethnic-wear,"Homegrown brand offering a wide range of ethnic wear for women, including ethnic sets, dresses, and tunics",https://www.indianretailer.com/interview/retail-people/startup/shree-the-indian-avatar-continuously-pivoting-innovating-to-navigate-through-the-pandemic.i1898,third-party,no,Verified,"IndiaMART, LinkedIn, Website",brand,stable,Earned customer trust due to optimum quality products and appealing designs,https://www.indiamart.com/shrlifestyles/profile.html?srsltid=AfmBOopq4aVU-r-tfvx1SJBPNEWEydOH89DYHMa17c2HUUYlHkJDKrE4,self-claimed,no,Verified,"Website, Quality certified",Operates an in-house research and development centre,https://www.indianretailer.com/news/retail-india-news-shree-aims-rs-1000-cr-revenue-retail-expansion,third-party,no,Verified,"Website, In-house R&D","Homegrown brand offering a wide range of ethnic wear for women, including ethnic sets, dresses, and tunics",India Apparel Market experiencing dynamic shift towards e-commerce and sustainability,strong,https://www.indianretailer.com/interview/retail-people/startup/shree-the-indian-avatar-continuously-pivoting-innovating-to-navigate-through-the-pandemic.i1898,Operates an in-house research and development centre,Position captive centers as R&D hubs for next-gen technology by 2030-2035,must-have,https://www.indianretailer.com/news/retail-india-news-shree-aims-rs-1000-cr-revenue-retail-expansion,,,,,"Potential to expand retail footprint to 400 outlets, including 25-30 'Beyond Special' stores",,,"Expand to 400 outlets, including 25-30 'Beyond Special' stores, to target Rs 1,000 crore revenue by 2031",https://www.instagram.com/p/DYe1L1XieqE/?hl=en,,not-found,,,,auto-confirmed,,
Goodwear Fashions Pvt. Ltd.,goodwear.in,,private,Textile Manufacturing,woven-knitted-non-woven-interlinings,"Pioneer in manufacturing high-end woven and knitted interlinings in India since 2005, with 25+ years of technical expertise and a fully vertically integrated setup.",https://in.linkedin.com/company/goodwear,self-claimed,yes,Verified,"IndiaMART, Website, DSIR",qualification-lock-in,stable,Offers GRS-certified interlinings and is an approved supplier for BESTSELLER's CTF.,https://in.linkedin.com/company/goodwear,self-claimed,no,Verified,"Website, GRS certified",DSIR Certified R&D Centre and Star Export House.,https://www.sidm.in/files/SIDM%20Members%20Directory%202020-21.pdf,self-claimed,yes,Verified,"Website, DSIR Centre","Pioneer in manufacturing high-end woven and knitted interlinings in India since 2005, with 25+ years of technical expertise and a fully vertically integrated setup.",Rising consumer demand for diverse fabric varieties and increasing preference for eco-friendly textiles.,strong,https://in.linkedin.com/company/goodwear,Offers GRS-certified interlinings and is an approved supplier for BESTSELLER's CTF.,Increasing preference for eco-friendly textiles and demand for sustainable production.,strong,https://in.linkedin.com/company/goodwear,,,,,"Potential to expand market share in the growing Indian textile market and export markets, leveraging its vertically integrated setup and R&D capabilities.","Delivering high-quality, Made-in-India interlining solutions to leading apparel manufacturers in domestic and export markets, with a capacity exceeding 2 million meters per month.","Significant production capacity and R&D capabilities are in place, but the extent of market capture in the growing textile industry is not fully detailed.",Leverage DSIR certification and GRS-certified products to capture a larger share of the expanding eco-friendly textile market and government-backed initiatives.,https://in.linkedin.com/company/goodwear,DSIR,claimed-verify,https://www.sidm.in/files/SIDM%20Members%20Directory%202020-21.pdf,product_improvement,"differentiation, product_improvement",needs-review,,
Nexco Pharma,nexco-pharma.com,,,Pharmaceuticals,porcine-liver-extract-formulations,"Nexavir, a processed porcine liver extract, treats inflammatory skin disorders, herpes zoster, and chronic fatigue syndrome.",https://www.nexco-pharma.com/nexavirs-benefits-to-cfs-cases,self-claimed,no,Verified,"Website, LinkedIn, Medical directories",qualification-lock-in,stable,"Nexavir is FDA approved on a ""grandfathered"" basis due to its long safety record and pre-FDA development.",https://www.nexco-pharma.com/,self-claimed,no,Verified,"Website, FDA approved",Developed Nexavir in cream/gel forms and is working on other delivery forms and strengths.,https://www.nexco-pharma.com/history,self-claimed,no,Verified,"Website, Product development","Nexavir, a processed porcine liver extract, treats inflammatory skin disorders, herpes zoster, and chronic fatigue syndrome.","Treatment for diverse chronic ailments, including Long COVID and Hepatitis C.",strong,https://www.nexco-pharma.com/nexavirs-benefits-to-cfs-cases,Developed Nexavir in cream/gel forms and is working on other delivery forms and strengths.,Deliver top-notch treatment for diverse chronic ailments.,strong,https://www.nexco-pharma.com/history,,,,,"Potential for Nexavir to treat Long COVID and Hepatitis C, and aid HIV/AIDS patients.","Nexavir is used for inflammatory skin disorders, herpes zoster, and chronic fatigue syndrome.","Untapped potential for Nexavir in treating Long COVID, Hepatitis C, and HIV/AIDS.","Conduct multi-center, double-blind studies to prove efficacy and determine right dosage for new indications.",https://www.nexco-pharma.com/history,,not-found,,,,auto-confirmed,,
CHANDRA BHAGAT PHARMA PVT LTD,https://cbcpharma.com/,,private,Pharmaceutical Manufacturing,life-saving-pharmaceutical-formulations,"Offers a specialty range of life-saving medicines, including antibiotics, anti-neoplastic, and cardiovascular medications",https://www.tijorifinance.com/company/chandra-bhagat-pharma-ltd/,self-claimed,no,Verified,"HDFC Securities, Screener.in, LinkedIn",qualification-lock-in,stable,Holds TUV Nord ISO 9001 certification,https://www.mims.com/india/company/info/chandra-bhagat-pharma/about,self-claimed,yes,Verified,"Website, ISO 9001",Operates a specialized in-house and DSIR recognized R&D unit,https://iphex-india.com/exhibitor/exhibitors_list_2016,self-claimed,yes,Verified,"Website, DSIR recognized",Operates a specialized in-house and DSIR recognized R&D unit,India's pharmaceutical manufacturing market is projected to reach USD 36.5 Billion by 2034,strong,https://iphex-india.com/exhibitor/exhibitors_list_2016,"Offers a specialty range of life-saving medicines, including antibiotics, anti-neoplastic, and cardiovascular medications","India announced a Rs. 60,000 crore API-push to boost domestic pharmaceutical manufacturing",strong,https://www.tijorifinance.com/company/chandra-bhagat-pharma-ltd/,,,,,Potential to expand global market share beyond current 0.9% in Amikacin exports,Currently #15 Indian exporter of Amikacin with $200.0K export value and 0.9% market share,Low market share in Amikacin exports despite being a verified exporter,Leverage existing DGFT verification and export network to increase Amikacin export value and market share,https://transdatanexus.com/pharmaceutical/amikacin/suppliers/chandra-bhagat-pharma-pvt-ltd/,DSIR,claimed-verify,https://iphex-india.com/exhibitor/exhibitors_list_2016,product_improvement,"moat, product_improvement",needs-review,,"[identity 2026-07-14] LinkedIn describes the company as 'Public Company' and 'public listed company', but other sources (Care Ratings, company website, GST records, Zauba, JustDial, Scribd, Zoominfo, 1mg, Pharmexcil) consistently refer to it as 'Pvt Ltd' or 'Private Limited', and the company website lists 'Mr. Hemant C. Bhagat Managing Director at Chandra Bhagat Pharma Ltd' and 'Mr. Pranav H. Bhagat Whole Time Director at Chandra Bhagat Pharma Ltd' and 'Ms. Prachi Pranav Bhagat Executive Director and CFO at Chandra Bhagat Pharma Ltd', which is consistent with a private limited company. Given the overwhelming evidence for 'Pvt Ltd' and the company's own website, 'private' is chosen over 'public listed'."
HINDUSTAN PHARMACEUTICALS,https://www.hugedomains.com/domain_profile.cfm?d=hindustanpharmaceuticals.com,,sole-proprietorship,Herbal Pharmaceuticals,herbal-extracts-medicines,Pioneer in the production of alkaloids in India,https://ipindia.gov.in/storage/patent-agent-examination/PAE_2025-Paper-I-SET_B.pdf,registry-confirmed,no,Verified,"BulkDrugs Directory, Website",qualification-lock-in,stable,"Holds WHO-GMP/WHO-CGMP, TUV Nord ISO 9001, and USFDA site registrations",https://chemdmart.com/company-profile/hindustan-pharmaceuticals,self-claimed,yes,Verified,"Website, WHO-GMP certified",Patented a drug important for public health in India; establishing in-house R&D center,https://ipindia.gov.in/storage/patent-agent-examination/PAE_2025-Paper-I-SET_B.pdf,self-claimed,yes,Verified,"Website, Patented drug",Pioneer in the production of alkaloids in India,Herbal pharmaceuticals lead the herbal medicine market share,strong,https://ipindia.gov.in/storage/patent-agent-examination/PAE_2025-Paper-I-SET_B.pdf,Patented a drug important for public health in India; establishing in-house R&D center,Increasing consumer awareness about benefits of natural remedies and traditional medicine,strong,https://ipindia.gov.in/storage/patent-agent-examination/PAE_2025-Paper-I-SET_B.pdf,"Holds WHO-GMP/WHO-CGMP, TUV Nord ISO 9001, and USFDA site registrations",Planning to pursue herbal essentials for export markets,must-have,https://chemdmart.com/company-profile/hindustan-pharmaceuticals,Exporting herbal essentials to international markets,"Specializes in providing treatment for common health issues like diabetes, blood pressure, chronic cough and arthritis in India",Untapped potential for international herbal product exports despite existing certifications and stated intent.,"Scale up production and distribution of herbal essentials for export markets, leveraging existing certifications.",https://www.business-standard.com/article/companies/hindustan-biosynth-to-acquire-hind-pharma-108041001065_1.html,USFDA,claimed-verify,https://pharmexcil.com/uploadfile/ufiles/1452307478_List_of_Indian_Sites_Registered_at_USFDA_2011.pdf,moat,"moat, product_improvement",needs-review,,"[identity 2026-07-14] Multiple GST registrations found for 'Hindustan Pharmaceuticals' with different GSTINs and entity types. Source 9 explicitly states 'HINDUSTAN PHARMACEUTICALS legal entity type is PROPRIETORSHIP' and names Sanjeev Kumar as the owner. Source 13 states 'Hindustan Pharmaceuticals is registered as a Partnership' for a different GSTIN. The official website is a domain for sale, providing no company information. Given the explicit naming of a single owner and proprietorship status in source 9, this is chosen as the primary identity for this response, but it's important to note the existence of other entities with similar names and different legal structures."
LYKA BDR INTERNATIONAL LTD,https://www.bdrpharma.com/,U24234MH1993PLC072947,unlisted-public,Pharmaceutical Formulations,life-saving-pharmaceutical-formulations,"Manufacturer of pharmaceutical formulations and active pharmaceutical ingredients (APIs) across various therapeutic areas, including lyophilized injections, topical creams, ointments, and gels.",https://chemdmart.com/company-profile/lyka-bdr-international-ltd,third-party,no,Verified,"CPHI Online, IndiaMART, Website",qualification-lock-in,stable,Operates a WHO GMP and ISO 9001 certified facility.,https://chemdmart.com/company-profile/lyka-bdr-international-ltd,third-party,no,Verified,"Website, WHO GMP",Equipped Research and Development facility in Mumbai managed by a team of technically qualified personnel.,http://www.lykalabs.com/2017-18.pdf,self-claimed,no,Verified,"Website, R&D facility","Manufacturer of pharmaceutical formulations and active pharmaceutical ingredients (APIs) across various therapeutic areas, including lyophilized injections, topical creams, ointments, and gels.","India pharmaceutical market projected to reach USD 174.67 Billion by 2034, growing at a CAGR of 10.98%.",strong,https://chemdmart.com/company-profile/lyka-bdr-international-ltd,,,,,,,,,Potential to leverage existing investments and loans in Lyka BDR International Limited for future growth.,Investments and loans in Lyka BDR International Limited have been impaired to Nil due to continuous operational losses and severe erosion of net worth.,Significant impairment loss on investment in subsidiary due to operational losses.,,https://scanx.trade/stock-market-news/companies/lyka-labs-posts-fy26-net-loss-of-322-84-crore/41250978,,not-found,,,,auto-confirmed,,
NGL FINE CHEM LTD,https://www.nglfinechem.com/,L24110MH1981PLC025884,listed,Pharmaceuticals,animal-human-apis-specialty-chemicals,"Leading manufacturer of APIs and specialty chemicals for animal and human health, with over 40 years of expertise.",https://www.nglfinechem.com/,self-claimed,yes,Verified,"ZoomInfo, CPHI Online, PharmaCompass",qualification-lock-in,stable,"Holds GMP, WHO-GMP/WHO-CGMP, and ISO 9001:2015 certifications, enabling manufacturing and export.",https://www.scribd.com/document/820280852/GMP-F11-pdf,self-claimed,yes,Verified,"Website, GMP certified",70+ dedicated R&D professionals and 5 advanced manufacturing facilities support new product development.,https://www.nglfinechem.com/,self-claimed,no,Verified,"Website, 70+ R&D professionals","Leading manufacturer of APIs and specialty chemicals for animal and human health, with over 40 years of expertise.",Indian pharmaceutical market expected to grow to US$ 79.74 billion by 2031.,strong,https://www.nglfinechem.com/,"Holds GMP, WHO-GMP/WHO-CGMP, and ISO 9001:2015 certifications, enabling manufacturing and export.",India's growing network of trade agreements is expanding global market access for pharmaceuticals.,strong,https://www.scribd.com/document/820280852/GMP-F11-pdf,,,,,50% capacity expansion at Tarapur with sufficient capacity for new products in the pipeline.,Implementation of expansion slowed due to high commodity prices; facility expected to commercialize in FY24.,"Expansion for new products is underway but delayed, limiting immediate monetization of new product capacity.",Complete greenfield expansion to fully utilize new product capacity and meet demand.,https://www.indianchemicalnews.com/chemical/ngl-fine-chem-planning-greenfield-expansion-at-tarapur-14456,Certification,claimed-verify,https://www.scribd.com/document/820280852/GMP-F11-pdf,moat,"differentiation, moat",needs-review,,
OM BIOTEC,https://www.ombiotec.com/,,sole-proprietorship,Pharmaceutical Products,generic-pharmaceutical-formulations,"Manufacturer, wholesale trader, and exporter of pharmaceutical tablets, ointments, capsules, injections, syrups, eye/ear drops, Ayurvedic range, nutraceuticals, protein powders, dental care, and medicated soaps.",https://www.indiamart.com/om-biotec-new-delhi/profile.html?srsltid=AfmBOop6EFuCZ62HyXaLCh6lle247FgfslexrjENdYJD3uuq22H5GGRt,self-claimed,no,Verified,"IndiaMART, ExportersIndia, Website",qualification-lock-in,stable,ISO 9001:2015 certified manufacturer and exporter of pharmaceutical products; GMP/WHO Certified Products.,https://www.ombiotec.com/,self-claimed,yes,Verified,"Website, ISO 9001",Able to develop new formulations as per requirement in all dosage forms.,https://www.indiamart.com/om-biotec-new-delhi/profile.html?srsltid=AfmBOop6EFuCZ62HyXaLCh6lle247FgfslexrjENdYJD3uuq22H5GGRt,self-claimed,no,Verified,"Website, Formulation development","Manufacturer, wholesale trader, and exporter of pharmaceutical tablets, ointments, capsules, injections, syrups, eye/ear drops, Ayurvedic range, nutraceuticals, protein powders, dental care, and medicated soaps.",Growing international demand for pharmaceutical products.,strong,https://www.indiamart.com/om-biotec-new-delhi/profile.html?srsltid=AfmBOop6EFuCZ62HyXaLCh6lle247FgfslexrjENdYJD3uuq22H5GGRt,,,,,,,,,Potential to expand market reach and business through exclusive Monopoly Pharma Franchise rights.,Provides distributors and pharmaceutical professionals throughout India with career development opportunities and systematic support.,Untapped potential in leveraging exclusive franchise rights for broader market expansion.,Expand the provision of exclusive Monopoly Pharma Franchise rights to partners in designated locations to capture more value from market expansion.,https://www.ombiotec.com/,ISO 9001,claimed-verify,https://www.ombiotec.com/,moat,moat,needs-review,,
